,genetic,length,mass,exercise,smoking,alcohol,sugar,lifespan
6905,82.0,213.0,67.0,1.0,17.0,1.0,2,82
6906,80.0,194.0,68.0,2.0,12.0,0.0,2,92
6907,79.0,173.0,65.0,2.0,9.0,1.0,1,87
6908,80.0,183.0,74.0,2.0,8.0,7.0,2,84
6909,80.0,193.0,81.0,2.0,3.0,6.0,2,91
6910,80.0,179.0,69.0,2.0,13.0,5.0,2,77
6911,80.0,169.0,83.0,2.0,1.0,5.0,2,84
6912,82.0,174.0,86.0,1.0,21.0,1.0,2,69
6913,78.0,157.0,77.0,3.0,13.0,9.0,3,78
6914,78.0,188.0,78.0,1.0,13.0,7.0,4,58
6915,80.0,199.0,97.0,2.0,20.0,3.0,3,75
6916,80.0,192.0,70.0,1.0,6.0,3.0,2,82
6917,81.0,191.0,93.0,2.0,21.0,0.0,3,75
6918,81.0,181.0,83.0,3.0,3.0,9.0,3,92
6919,77.0,175.0,99.0,3.0,8.0,5.0,3,80
6920,80.0,170.0,66.0,1.0,7.0,0.0,1,79
6921,80.0,179.0,75.0,2.0,22.0,9.0,3,66
6922,81.0,199.0,86.0,1.0,0.0,8.0,3,74
6923,78.0,156.0,74.0,2.0,16.0,8.0,4,62
6924,79.0,194.0,85.0,3.0,0.0,8.0,2,94
6925,81.0,199.0,72.0,3.0,3.0,1.0,3,101
6926,79.0,186.0,84.0,1.0,18.0,7.0,2,67
6927,80.0,184.0,109.0,2.0,8.0,9.0,2,77
6928,81.0,164.0,93.0,2.0,0.0,1.0,3,86
6929,80.0,183.0,70.0,2.0,16.0,3.0,3,76
6930,77.0,190.0,66.0,1.0,1.0,9.0,3,75
6931,82.0,183.0,94.0,2.0,1.0,7.0,1,90
6932,80.0,194.0,99.0,2.0,20.0,5.0,2,69
6933,81.0,165.0,67.0,2.0,0.0,7.0,1,94
6934,79.0,179.0,77.0,1.0,11.0,0.0,2,80
6935,79.0,180.0,69.0,3.0,11.0,7.0,3,89
6936,78.0,165.0,78.0,2.0,11.0,9.0,2,77
6937,80.0,182.0,103.0,3.0,6.0,5.0,2,84
6938,80.0,180.0,83.0,1.0,0.0,0.0,3,76
6939,80.0,197.0,84.0,2.0,6.0,6.0,2,84
6940,80.0,178.0,64.0,1.0,5.0,5.0,4,77
6941,81.0,188.0,81.0,3.0,11.0,6.0,2,90
6942,81.0,174.0,109.0,0.0,0.0,7.0,4,59
6943,80.0,193.0,72.0,3.0,14.0,8.0,3,84
6944,80.0,190.0,83.0,2.0,7.0,3.0,4,84
6945,79.0,192.0,86.0,3.0,20.0,6.0,1,80
6946,84.0,200.0,73.0,3.0,0.0,8.0,1,104
6947,80.0,182.0,68.0,1.0,21.0,6.0,1,66
6948,79.0,197.0,69.0,2.0,16.0,5.0,4,68
6949,82.0,190.0,107.0,1.0,0.0,7.0,3,73
6950,80.0,204.0,81.0,1.0,5.0,6.0,1,82
6951,82.0,177.0,86.0,1.0,2.0,9.0,3,72
6952,80.0,166.0,78.0,1.0,12.0,3.0,2,71
6953,79.0,201.0,82.0,1.0,8.0,2.0,3,76
6954,81.0,172.0,66.0,2.0,8.0,4.0,4,78
6955,78.0,199.0,69.0,1.0,0.0,4.0,4,79
6956,81.0,198.0,70.0,1.0,9.0,7.0,3,70
6957,77.0,207.0,106.0,3.0,22.0,4.0,4,67
6958,79.0,198.0,73.0,1.0,3.0,9.0,2,77
6959,80.0,213.0,77.0,2.0,7.0,7.0,5,75
6960,82.0,192.0,80.0,1.0,16.0,9.0,2,63
6961,77.0,205.0,64.0,3.0,0.0,4.0,3,104
6962,81.0,175.0,71.0,1.0,5.0,9.0,2,76
6963,77.0,170.0,84.0,2.0,18.0,6.0,3,68
6964,80.0,173.0,88.0,2.0,21.0,9.0,3,60
6965,81.0,165.0,93.0,2.0,7.0,3.0,2,75
6966,80.0,182.0,106.0,1.0,14.0,10.0,2,59
6967,79.0,174.0,73.0,1.0,17.0,1.0,4,60
6968,80.0,205.0,83.0,1.0,13.0,8.0,3,62
6969,77.0,160.0,85.0,1.0,10.0,6.0,3,63
6970,79.0,189.0,84.0,3.0,17.0,9.0,3,78
6971,82.0,191.0,72.0,1.0,8.0,6.0,3,77
6972,83.0,202.0,68.0,3.0,14.0,4.0,2,93
6973,79.0,168.0,79.0,2.0,0.0,8.0,4,77
6974,77.0,184.0,67.0,2.0,10.0,6.0,1,80
6975,79.0,181.0,85.0,0.0,18.0,1.0,3,57
6976,82.0,181.0,86.0,1.0,0.0,4.0,3,80
6977,80.0,195.0,83.0,1.0,1.0,4.0,3,80
6978,81.0,194.0,72.0,1.0,12.0,2.0,2,78
6979,82.0,182.0,66.0,3.0,11.0,3.0,3,96
6980,78.0,203.0,61.0,2.0,3.0,7.0,4,81
6981,81.0,184.0,86.0,1.0,0.0,6.0,1,83
6982,80.0,176.0,92.0,0.0,7.0,10.0,3,54
6983,82.0,167.0,77.0,1.0,0.0,2.0,1,89
6984,80.0,180.0,81.0,2.0,12.0,2.0,2,87
6985,82.0,191.0,93.0,0.0,7.0,3.0,2,71
6986,79.0,162.0,74.0,1.0,10.0,4.0,2,68
6987,82.0,189.0,80.0,2.0,13.0,6.0,3,78
6988,81.0,190.0,62.0,1.0,21.0,9.0,3,62
6989,81.0,187.0,79.0,2.0,19.0,5.0,3,73
6990,81.0,198.0,98.0,1.0,14.0,0.0,2,70
6991,81.0,187.0,95.0,1.0,17.0,4.0,2,64
6992,80.0,179.0,104.0,3.0,8.0,4.0,2,94
6993,80.0,179.0,91.0,1.0,17.0,7.0,3,61
6994,77.0,172.0,70.0,2.0,16.0,8.0,2,68
6995,84.0,182.0,106.0,2.0,20.0,6.0,2,70
6996,78.0,172.0,83.0,1.0,10.0,3.0,4,63
6997,81.0,198.0,93.0,3.0,18.0,8.0,3,82
6998,78.0,173.0,97.0,1.0,11.0,2.0,4,61
6999,81.0,172.0,79.0,2.0,10.0,2.0,3,80
7000,82.0,196.0,66.0,2.0,21.0,9.0,2,76
7001,82.0,177.0,72.0,1.0,21.0,6.0,5,61
7002,79.0,158.0,66.0,2.0,0.0,5.0,2,85
7003,78.0,190.0,62.0,2.0,9.0,2.0,3,85
7004,77.0,183.0,67.0,1.0,0.0,5.0,2,82
7005,81.0,171.0,80.0,2.0,21.0,5.0,2,70
7006,81.0,185.0,87.0,2.0,20.0,6.0,4,71
7007,84.0,183.0,74.0,2.0,8.0,7.0,3,81
7008,79.0,171.0,85.0,1.0,8.0,8.0,1,70
7009,80.0,167.0,71.0,1.0,18.0,8.0,3,59
7010,80.0,180.0,63.0,1.0,20.0,9.0,1,64
7011,79.0,184.0,79.0,1.0,3.0,8.0,3,73
7012,80.0,155.0,81.0,2.0,15.0,0.0,4,69
7013,79.0,179.0,72.0,1.0,7.0,9.0,1,77
7014,80.0,176.0,78.0,2.0,18.0,8.0,4,61
7015,80.0,179.0,80.0,1.0,0.0,6.0,1,80
7016,80.0,179.0,83.0,1.0,4.0,5.0,1,79
7017,81.0,177.0,97.0,3.0,4.0,1.0,4,86
7018,82.0,178.0,73.0,1.0,17.0,4.0,2,72
7019,80.0,198.0,68.0,1.0,1.0,7.0,2,82
7020,80.0,168.0,77.0,2.0,14.0,5.0,2,80
7021,82.0,189.0,81.0,2.0,13.0,2.0,3,78
7022,82.0,166.0,71.0,1.0,12.0,2.0,2,77
7023,83.0,182.0,96.0,2.0,9.0,7.0,3,75
7024,84.0,176.0,75.0,1.0,4.0,9.0,1,83
7025,81.0,207.0,63.0,1.0,1.0,6.0,3,84
7026,79.0,187.0,82.0,3.0,4.0,7.0,2,94
7027,79.0,190.0,69.0,1.0,5.0,9.0,3,71
7028,78.0,180.0,109.0,1.0,8.0,3.0,1,68
7029,79.0,179.0,84.0,3.0,12.0,4.0,2,85
7030,79.0,160.0,64.0,1.0,16.0,1.0,3,67
7031,81.0,179.0,96.0,1.0,12.0,4.0,2,69
7032,81.0,195.0,112.0,1.0,0.0,8.0,2,77
7033,83.0,172.0,71.0,1.0,2.0,4.0,4,79
7034,79.0,176.0,88.0,2.0,11.0,9.0,2,75
7035,78.0,191.0,79.0,3.0,12.0,9.0,2,84
7036,79.0,198.0,104.0,1.0,7.0,7.0,4,63
7037,80.0,211.0,103.0,1.0,0.0,5.0,3,76
7038,81.0,184.0,80.0,3.0,0.0,1.0,3,103
7039,80.0,193.0,73.0,1.0,0.0,6.0,2,84
7040,80.0,184.0,83.0,1.0,2.0,9.0,4,72
7041,79.0,179.0,78.0,1.0,0.0,9.0,1,77
7042,80.0,187.0,75.0,3.0,1.0,1.0,2,99
7043,79.0,180.0,68.0,1.0,17.0,8.0,2,67
7044,79.0,196.0,69.0,1.0,20.0,8.0,2,65
7045,82.0,171.0,81.0,1.0,21.0,9.0,3,53
7046,80.0,199.0,66.0,2.0,16.0,7.0,3,76
7047,81.0,178.0,97.0,3.0,1.0,10.0,2,94
7048,79.0,195.0,73.0,2.0,10.0,4.0,2,85
7049,82.0,194.0,70.0,1.0,0.0,9.0,1,82
7050,80.0,193.0,64.0,2.0,4.0,8.0,2,90
7051,82.0,171.0,74.0,2.0,8.0,2.0,3,80
7052,81.0,192.0,85.0,1.0,21.0,8.0,2,66
7053,79.0,198.0,77.0,1.0,6.0,10.0,3,70
7054,79.0,198.0,85.0,3.0,0.0,7.0,3,96
7055,76.0,193.0,68.0,2.0,16.0,9.0,2,73
7056,79.0,175.0,70.0,2.0,11.0,1.0,3,82
7057,82.0,202.0,72.0,2.0,21.0,3.0,2,85
7058,81.0,176.0,61.0,1.0,3.0,7.0,2,76
7059,78.0,184.0,63.0,3.0,11.0,5.0,2,92
7060,79.0,173.0,75.0,1.0,16.0,7.0,3,60
7061,80.0,196.0,76.0,4.0,16.0,9.0,2,90
7062,78.0,201.0,83.0,1.0,0.0,8.0,3,75
7063,81.0,172.0,60.0,2.0,2.0,8.0,3,89
7064,81.0,194.0,81.0,1.0,17.0,8.0,1,72
7065,80.0,186.0,96.0,3.0,20.0,3.0,2,85
7066,81.0,190.0,68.0,4.0,5.0,7.0,2,104
7067,81.0,198.0,82.0,2.0,22.0,8.0,3,74
7068,76.0,182.0,67.0,1.0,0.0,4.0,2,76
7069,81.0,199.0,77.0,2.0,19.0,6.0,2,75
7070,80.0,188.0,88.0,3.0,9.0,3.0,1,93
7071,78.0,178.0,85.0,1.0,8.0,6.0,3,68
7072,78.0,191.0,97.0,2.0,8.0,2.0,3,79
7073,78.0,185.0,71.0,2.0,0.0,2.0,2,89
7074,81.0,207.0,79.0,2.0,3.0,9.0,2,84
7075,79.0,178.0,61.0,2.0,18.0,5.0,5,70
7076,79.0,195.0,96.0,2.0,22.0,7.0,1,68
7077,78.0,176.0,93.0,1.0,13.0,9.0,3,60
7078,79.0,161.0,82.0,2.0,19.0,9.0,2,69
7079,80.0,186.0,73.0,2.0,21.0,7.0,4,67
7080,81.0,180.0,84.0,1.0,11.0,0.0,2,74
7081,83.0,188.0,83.0,3.0,0.0,5.0,3,105
7082,81.0,206.0,77.0,1.0,3.0,3.0,2,81
7083,80.0,206.0,96.0,2.0,9.0,7.0,1,87
7084,81.0,165.0,63.0,1.0,14.0,4.0,2,71
7085,80.0,188.0,93.0,3.0,1.0,9.0,3,90
7086,83.0,166.0,69.0,1.0,13.0,3.0,1,76
7087,80.0,166.0,83.0,1.0,4.0,1.0,1,74
7088,83.0,174.0,68.0,2.0,6.0,6.0,2,87
7089,79.0,174.0,93.0,2.0,18.0,7.0,3,71
7090,80.0,171.0,86.0,1.0,15.0,10.0,4,57
7091,80.0,188.0,83.0,1.0,12.0,3.0,2,68
7092,80.0,191.0,85.0,2.0,22.0,4.0,1,74
7093,80.0,167.0,66.0,2.0,17.0,5.0,5,63
7094,80.0,181.0,60.0,2.0,2.0,8.0,1,94
7095,80.0,178.0,85.0,2.0,20.0,7.0,3,65
7096,79.0,197.0,89.0,4.0,13.0,9.0,2,90
7097,81.0,202.0,95.0,1.0,20.0,1.0,3,69
7098,77.0,181.0,101.0,2.0,14.0,6.0,3,64
7099,80.0,197.0,95.0,1.0,9.0,9.0,2,69
7100,78.0,181.0,76.0,3.0,20.0,6.0,2,78
7101,80.0,187.0,78.0,3.0,14.0,4.0,3,85
7102,80.0,189.0,75.0,2.0,0.0,6.0,1,88
7103,80.0,207.0,96.0,1.0,5.0,0.0,4,74
7104,81.0,195.0,67.0,2.0,1.0,7.0,2,96
7105,80.0,169.0,76.0,1.0,5.0,5.0,2,80
7106,78.0,208.0,64.0,2.0,15.0,9.0,1,76
7107,80.0,185.0,82.0,2.0,1.0,9.0,1,92
7108,81.0,159.0,67.0,1.0,17.0,3.0,4,58
7109,78.0,190.0,79.0,1.0,10.0,8.0,3,69
7110,80.0,200.0,104.0,2.0,10.0,5.0,4,70
7111,80.0,181.0,79.0,2.0,14.0,4.0,1,87
7112,80.0,170.0,73.0,3.0,8.0,9.0,2,87
7113,79.0,201.0,75.0,1.0,6.0,10.0,3,72
7114,82.0,177.0,69.0,1.0,18.0,2.0,2,73
7115,82.0,193.0,70.0,1.0,15.0,2.0,2,72
7116,80.0,199.0,77.0,1.0,9.0,7.0,3,66
7117,79.0,205.0,75.0,1.0,1.0,8.0,3,78
7118,80.0,179.0,84.0,1.0,4.0,1.0,3,74
7119,78.0,170.0,75.0,1.0,0.0,8.0,4,63
7120,79.0,200.0,103.0,2.0,21.0,9.0,3,61
7121,76.0,187.0,95.0,2.0,12.0,2.0,1,77
7122,80.0,175.0,84.0,3.0,9.0,7.0,2,93
7123,80.0,196.0,85.0,1.0,15.0,1.0,4,65
7124,83.0,177.0,76.0,1.0,16.0,6.0,2,69
7125,81.0,178.0,65.0,1.0,9.0,9.0,1,75
7126,79.0,201.0,88.0,1.0,9.0,5.0,3,74
7127,82.0,187.0,80.0,2.0,9.0,6.0,3,77
7128,79.0,174.0,65.0,1.0,12.0,8.0,2,70
7129,81.0,165.0,108.0,0.0,14.0,8.0,3,48
7130,79.0,197.0,80.0,1.0,19.0,9.0,4,54
7131,78.0,194.0,68.0,2.0,10.0,5.0,2,82
7132,83.0,201.0,101.0,3.0,3.0,9.0,2,96
7133,81.0,198.0,92.0,1.0,4.0,7.0,2,78
7134,80.0,199.0,91.0,1.0,14.0,6.0,1,72
7135,81.0,209.0,92.0,2.0,20.0,6.0,1,72
7136,79.0,183.0,80.0,2.0,0.0,6.0,1,91
7137,80.0,183.0,67.0,3.0,3.0,4.0,2,96
7138,81.0,173.0,73.0,2.0,0.0,6.0,1,95
7139,80.0,171.0,99.0,1.0,22.0,8.0,2,56
7140,79.0,166.0,73.0,1.0,15.0,9.0,3,55
7141,81.0,204.0,76.0,4.0,2.0,9.0,3,102
7142,80.0,195.0,91.0,1.0,19.0,2.0,1,73
7143,79.0,157.0,75.0,3.0,1.0,7.0,1,92
7144,81.0,199.0,90.0,0.0,9.0,8.0,1,66
7145,79.0,198.0,82.0,2.0,7.0,2.0,4,81
7146,77.0,186.0,64.0,3.0,4.0,5.0,2,97
7147,79.0,181.0,98.0,2.0,0.0,7.0,3,82
7148,80.0,180.0,77.0,2.0,11.0,6.0,3,76
7149,81.0,173.0,72.0,2.0,1.0,3.0,2,91
7150,80.0,205.0,72.0,2.0,4.0,9.0,3,80
7151,84.0,185.0,76.0,1.0,16.0,1.0,1,76
7152,83.0,202.0,81.0,1.0,12.0,3.0,2,76
7153,79.0,194.0,63.0,1.0,1.0,6.0,2,77
7154,79.0,192.0,81.0,4.0,2.0,9.0,3,97
7155,82.0,181.0,72.0,3.0,19.0,9.0,2,87
7156,81.0,161.0,64.0,2.0,19.0,3.0,2,74
7157,81.0,190.0,100.0,3.0,18.0,7.0,1,87
7158,80.0,176.0,75.0,3.0,20.0,4.0,3,76
7159,79.0,197.0,92.0,1.0,14.0,5.0,2,70
7160,81.0,201.0,102.0,3.0,6.0,7.0,1,95
7161,79.0,188.0,71.0,2.0,15.0,8.0,2,80
7162,79.0,214.0,83.0,2.0,20.0,10.0,3,73
7163,81.0,178.0,74.0,1.0,1.0,1.0,4,81
7164,80.0,184.0,71.0,4.0,0.0,9.0,1,107
7165,81.0,169.0,90.0,2.0,14.0,1.0,1,78
7166,79.0,208.0,87.0,2.0,14.0,5.0,4,75
7167,81.0,198.0,67.0,3.0,1.0,7.0,2,97
7168,82.0,157.0,71.0,1.0,10.0,7.0,2,65
7169,81.0,190.0,98.0,3.0,6.0,2.0,2,93
7170,81.0,195.0,71.0,3.0,18.0,5.0,1,90
7171,82.0,184.0,65.0,2.0,19.0,5.0,3,80
7172,83.0,188.0,78.0,1.0,15.0,5.0,2,73
7173,79.0,169.0,76.0,1.0,18.0,6.0,3,59
7174,77.0,188.0,74.0,1.0,0.0,2.0,2,84
7175,82.0,167.0,72.0,1.0,3.0,8.0,3,72
7176,82.0,187.0,63.0,1.0,16.0,8.0,3,62
7177,81.0,169.0,71.0,3.0,3.0,8.0,3,93
7178,79.0,182.0,83.0,1.0,0.0,4.0,3,80
7179,80.0,182.0,63.0,1.0,11.0,6.0,3,64
7180,81.0,160.0,68.0,2.0,20.0,2.0,2,74
7181,80.0,172.0,77.0,1.0,0.0,5.0,3,76
7182,80.0,190.0,83.0,3.0,13.0,4.0,2,86
7183,81.0,171.0,74.0,1.0,3.0,8.0,2,76
7184,80.0,177.0,64.0,1.0,12.0,3.0,2,69
7185,79.0,179.0,84.0,1.0,3.0,6.0,3,71
7186,80.0,191.0,85.0,1.0,2.0,4.0,2,75
7187,78.0,178.0,60.0,1.0,10.0,9.0,4,63
7188,81.0,161.0,85.0,1.0,2.0,7.0,2,78
7189,80.0,194.0,95.0,2.0,3.0,9.0,3,75
7190,77.0,165.0,92.0,2.0,0.0,7.0,2,75
7191,80.0,187.0,71.0,2.0,0.0,9.0,4,87
7192,78.0,181.0,89.0,1.0,14.0,9.0,1,63
7193,82.0,192.0,76.0,1.0,8.0,3.0,2,83
7194,82.0,170.0,83.0,2.0,14.0,9.0,2,71
7195,78.0,171.0,77.0,1.0,21.0,1.0,2,63
7196,79.0,160.0,74.0,2.0,20.0,8.0,1,65
7197,81.0,192.0,80.0,1.0,13.0,8.0,3,63
7198,76.0,168.0,88.0,1.0,20.0,4.0,3,57
7199,82.0,192.0,90.0,0.0,14.0,3.0,3,63
7200,80.0,185.0,62.0,2.0,4.0,1.0,3,88
7201,80.0,186.0,95.0,1.0,17.0,9.0,1,63
7202,77.0,200.0,72.0,1.0,8.0,4.0,2,72
7203,81.0,188.0,90.0,2.0,1.0,4.0,2,90
7204,82.0,197.0,74.0,1.0,19.0,9.0,1,70
7205,80.0,189.0,82.0,2.0,13.0,8.0,3,77
7206,80.0,177.0,79.0,2.0,1.0,5.0,3,87
7207,79.0,204.0,86.0,1.0,12.0,6.0,1,78
7208,81.0,165.0,66.0,2.0,6.0,7.0,2,79
7209,79.0,185.0,77.0,1.0,1.0,5.0,3,77
7210,81.0,189.0,68.0,2.0,18.0,6.0,2,75
7211,82.0,203.0,87.0,2.0,1.0,2.0,2,93
7212,84.0,175.0,79.0,1.0,2.0,4.0,1,87
7213,79.0,170.0,79.0,3.0,21.0,9.0,2,71
7214,81.0,187.0,80.0,2.0,21.0,0.0,4,72
7215,79.0,156.0,80.0,3.0,8.0,7.0,3,79
7216,80.0,172.0,64.0,3.0,13.0,9.0,3,80
7217,78.0,196.0,87.0,1.0,1.0,1.0,3,83
7218,80.0,194.0,90.0,3.0,7.0,4.0,1,96
7219,79.0,177.0,99.0,1.0,19.0,8.0,2,55
7220,80.0,187.0,76.0,2.0,0.0,7.0,3,90
7221,79.0,182.0,71.0,1.0,15.0,5.0,2,70
7222,77.0,174.0,96.0,3.0,17.0,8.0,1,80
7223,79.0,192.0,73.0,3.0,8.0,8.0,3,87
7224,77.0,197.0,78.0,2.0,14.0,2.0,2,84
7225,78.0,175.0,75.0,2.0,15.0,5.0,4,71
7226,82.0,179.0,66.0,1.0,14.0,3.0,2,77
7227,82.0,176.0,74.0,2.0,10.0,3.0,2,87
7228,79.0,159.0,72.0,3.0,13.0,4.0,2,88
7229,77.0,174.0,63.0,3.0,6.0,6.0,2,90
7230,76.0,174.0,66.0,1.0,8.0,7.0,5,61
7231,81.0,176.0,94.0,1.0,14.0,7.0,2,66
7232,79.0,194.0,75.0,1.0,4.0,3.0,2,83
7233,82.0,179.0,72.0,2.0,1.0,3.0,1,99
7234,80.0,159.0,65.0,1.0,11.0,10.0,2,67
7235,81.0,193.0,60.0,2.0,14.0,8.0,1,83
7236,84.0,175.0,60.0,2.0,7.0,3.0,2,89
7237,76.0,204.0,85.0,2.0,18.0,7.0,3,72
7238,76.0,188.0,80.0,1.0,17.0,2.0,3,63
7239,79.0,208.0,88.0,0.0,19.0,10.0,3,52
7240,80.0,186.0,84.0,2.0,9.0,5.0,3,81
7241,82.0,173.0,76.0,1.0,10.0,5.0,2,76
7242,79.0,194.0,93.0,2.0,7.0,5.0,2,77
7243,84.0,186.0,81.0,1.0,14.0,7.0,2,72
7244,80.0,197.0,66.0,3.0,14.0,8.0,2,87
7245,81.0,185.0,91.0,2.0,12.0,7.0,4,70
7246,80.0,182.0,83.0,2.0,18.0,5.0,3,76
7247,79.0,162.0,71.0,0.0,0.0,8.0,1,71
7248,81.0,180.0,84.0,2.0,5.0,4.0,2,88
7249,77.0,177.0,89.0,3.0,0.0,7.0,3,85
7250,81.0,184.0,66.0,1.0,0.0,3.0,1,91
7251,82.0,190.0,76.0,2.0,14.0,9.0,3,76
7252,79.0,183.0,86.0,2.0,1.0,8.0,2,84
7253,81.0,161.0,64.0,2.0,18.0,6.0,3,69
7254,80.0,183.0,62.0,1.0,8.0,9.0,2,77
7255,82.0,167.0,70.0,1.0,5.0,0.0,2,86
7256,80.0,177.0,64.0,1.0,1.0,5.0,1,85
7257,81.0,191.0,83.0,3.0,7.0,8.0,2,91
7258,78.0,175.0,101.0,0.0,19.0,1.0,2,55
7259,79.0,170.0,64.0,2.0,18.0,10.0,2,66
7260,80.0,185.0,75.0,2.0,8.0,6.0,4,72
7261,78.0,211.0,85.0,2.0,18.0,9.0,3,73
7262,80.0,180.0,84.0,2.0,6.0,1.0,3,83
7263,82.0,200.0,92.0,1.0,6.0,9.0,2,74
7264,81.0,175.0,74.0,1.0,0.0,9.0,1,84
7265,79.0,203.0,72.0,1.0,4.0,6.0,2,82
7266,77.0,184.0,71.0,1.0,0.0,7.0,4,67
7267,78.0,193.0,65.0,2.0,13.0,4.0,3,80
7268,81.0,183.0,66.0,2.0,0.0,7.0,2,92
7269,81.0,178.0,98.0,1.0,6.0,8.0,3,70
7270,78.0,192.0,96.0,1.0,21.0,4.0,1,67
7271,82.0,190.0,73.0,2.0,9.0,1.0,1,90
7272,81.0,194.0,81.0,0.0,13.0,3.0,2,69
7273,80.0,190.0,102.0,1.0,13.0,1.0,2,73
7274,80.0,182.0,83.0,1.0,0.0,5.0,2,76
7275,81.0,196.0,92.0,0.0,20.0,7.0,4,47
7276,82.0,203.0,70.0,1.0,2.0,4.0,2,89
7277,83.0,184.0,72.0,3.0,0.0,8.0,2,100
7278,80.0,191.0,87.0,1.0,0.0,4.0,3,81
7279,78.0,186.0,80.0,1.0,8.0,8.0,3,66
7280,81.0,178.0,73.0,2.0,12.0,8.0,2,80
7281,80.0,176.0,77.0,1.0,22.0,1.0,2,62
7282,79.0,192.0,69.0,2.0,0.0,5.0,2,88
7283,79.0,178.0,70.0,2.0,5.0,4.0,4,83
7284,79.0,178.0,84.0,3.0,21.0,3.0,2,81
7285,80.0,190.0,61.0,0.0,12.0,9.0,2,64
7286,76.0,198.0,73.0,2.0,1.0,4.0,1,96
7287,81.0,192.0,81.0,1.0,8.0,9.0,2,75
7288,78.0,164.0,65.0,1.0,8.0,8.0,2,69
7289,78.0,186.0,91.0,0.0,1.0,1.0,1,75
7290,79.0,177.0,98.0,1.0,1.0,6.0,2,78
7291,79.0,193.0,74.0,2.0,1.0,9.0,2,92
7292,78.0,177.0,79.0,3.0,18.0,7.0,2,78
7293,81.0,166.0,95.0,1.0,0.0,3.0,4,68
7294,77.0,199.0,81.0,1.0,6.0,2.0,3,79
7295,79.0,186.0,92.0,2.0,6.0,6.0,3,82
7296,82.0,186.0,76.0,1.0,0.0,5.0,2,84
7297,83.0,203.0,61.0,1.0,0.0,9.0,2,85
7298,79.0,166.0,90.0,1.0,17.0,6.0,4,56
7299,81.0,190.0,71.0,1.0,8.0,8.0,3,67
7300,78.0,156.0,73.0,1.0,17.0,7.0,1,59
7301,77.0,187.0,72.0,2.0,20.0,8.0,3,65
7302,79.0,178.0,86.0,1.0,12.0,6.0,2,65
7303,80.0,170.0,68.0,1.0,15.0,9.0,2,65
7304,80.0,166.0,89.0,2.0,15.0,3.0,2,71
7305,81.0,197.0,74.0,1.0,1.0,3.0,2,87
7306,80.0,190.0,86.0,1.0,8.0,6.0,2,70
7307,80.0,198.0,80.0,1.0,0.0,10.0,2,74
7308,78.0,190.0,69.0,3.0,18.0,0.0,2,90
7309,80.0,202.0,107.0,2.0,14.0,8.0,2,76
7310,80.0,184.0,62.0,1.0,5.0,4.0,3,72
7311,78.0,189.0,84.0,2.0,4.0,8.0,2,85
7312,79.0,197.0,90.0,3.0,20.0,7.0,3,77
7313,82.0,165.0,78.0,2.0,19.0,6.0,2,66
7314,79.0,177.0,77.0,1.0,1.0,6.0,1,82
7315,78.0,181.0,94.0,1.0,17.0,9.0,2,62
7316,80.0,185.0,70.0,1.0,2.0,9.0,2,79
7317,81.0,200.0,75.0,1.0,5.0,4.0,3,75
7318,79.0,179.0,61.0,1.0,1.0,8.0,2,80
7319,82.0,180.0,80.0,1.0,22.0,3.0,2,69
7320,82.0,190.0,72.0,2.0,9.0,9.0,3,75
7321,83.0,172.0,66.0,2.0,4.0,9.0,2,86
7322,81.0,192.0,60.0,2.0,15.0,4.0,2,82
7323,81.0,204.0,83.0,2.0,3.0,7.0,3,91
7324,82.0,173.0,68.0,1.0,16.0,1.0,1,71
7325,80.0,171.0,86.0,2.0,3.0,6.0,2,85
7326,79.0,174.0,75.0,2.0,19.0,7.0,2,68
7327,78.0,157.0,84.0,1.0,12.0,5.0,3,64
7328,80.0,175.0,87.0,2.0,7.0,9.0,3,74
7329,80.0,167.0,60.0,2.0,8.0,8.0,3,80
7330,80.0,170.0,60.0,1.0,11.0,8.0,3,70
7331,80.0,209.0,92.0,2.0,13.0,4.0,3,79
7332,82.0,190.0,62.0,2.0,11.0,8.0,2,88
7333,79.0,166.0,79.0,2.0,9.0,9.0,3,77
7334,80.0,182.0,85.0,3.0,17.0,6.0,3,82
7335,81.0,199.0,69.0,1.0,0.0,8.0,3,75
7336,80.0,177.0,63.0,2.0,13.0,6.0,2,82
7337,81.0,174.0,64.0,3.0,11.0,4.0,1,93
7338,80.0,170.0,94.0,1.0,8.0,5.0,3,69
7339,81.0,179.0,75.0,2.0,17.0,7.0,3,75
7340,76.0,173.0,77.0,2.0,18.0,8.0,3,64
7341,80.0,188.0,104.0,2.0,10.0,1.0,3,79
7342,83.0,171.0,69.0,1.0,7.0,3.0,2,79
7343,83.0,181.0,75.0,3.0,1.0,9.0,4,92
7344,82.0,160.0,97.0,1.0,9.0,3.0,4,59
7345,78.0,178.0,72.0,2.0,0.0,0.0,2,89
7346,78.0,180.0,75.0,0.0,2.0,5.0,3,66
7347,80.0,186.0,66.0,1.0,6.0,6.0,4,68
7348,77.0,198.0,70.0,2.0,7.0,3.0,2,88
7349,80.0,182.0,107.0,1.0,11.0,5.0,2,63
7350,81.0,179.0,66.0,1.0,2.0,9.0,4,66
7351,79.0,191.0,67.0,3.0,0.0,8.0,2,101
7352,77.0,200.0,97.0,0.0,11.0,9.0,3,53
7353,81.0,172.0,66.0,2.0,18.0,7.0,2,80
7354,82.0,204.0,111.0,3.0,3.0,8.0,4,85
