genetic,exercise,smoking,alcohol,sugar,bmi,lifespan
85.5,3.3,20.7,0.5,8.9,20.34,83.6
70.1,4.1,11.6,4.3,8.5,28.99,69.1
70.6,4.6,16.9,1.3,3.2,16.31,69.4
79.8,4.5,0.7,0.4,8.4,30.44,82.3
72.1,0.9,15.0,0.1,3.8,28.06,69.5
92.7,4.3,0.3,2.0,2.2,21.48,96.2
78.3,1.9,0.6,0.8,3.3,26.13,79.0
73.3,2.3,19.4,0.8,5.9,47.9,66.6
82.2,1.2,16.3,5.7,3.3,21.06,78.8
76.7,1.7,12.7,5.0,8.9,21.45,74.7
71.4,3.6,14.5,5.7,5.9,15.21,73.4
85.6,2.6,1.3,3.4,8.4,29.57,86.2
69.2,1.8,5.5,0.5,6.9,26.94,67.8
100.6,4.1,2.1,5.1,5.5,30.63,101.7
80.2,2.8,0.0,0.6,8.2,37.33,80.7
85.4,3.8,6.5,1.4,10.9,38.81,83.2
77.1,1.6,1.0,2.1,2.1,29.57,77.6
81.6,0.6,9.3,4.5,9.9,20.96,77.8
90.9,3.9,2.4,4.9,2.3,28.2,93.0
80.1,1.4,2.3,0.6,7.4,19.02,79.6
78.8,1.2,7.7,0.8,8.6,31.01,77.2
75.6,1.9,5.4,1.3,2.0,17.0,75.5
86.1,3.1,3.6,0.4,6.8,26.79,87.2
71.3,1.3,11.9,4.9,2.7,24.34,68.2
87.7,0.4,15.1,5.4,5.4,41.6,80.9
72.0,2.0,12.2,3.2,4.0,19.43,66.6
100.1,2.5,0.4,1.2,4.3,12.99,101.6
86.2,0.4,2.5,4.0,9.8,15.16,84.1
93.5,5.4,2.8,2.1,5.5,29.71,96.5
89.3,3.4,16.8,6.0,8.2,35.31,81.8
81.2,2.7,3.5,4.6,2.3,46.33,79.2
89.7,2.8,11.0,1.9,6.0,37.03,88.0
91.8,2.3,22.0,0.4,9.1,29.12,90.6
66.3,2.0,0.0,0.6,9.7,36.27,65.4
78.0,3.3,15.5,0.2,5.7,24.47,78.0
64.9,2.9,6.7,0.8,5.8,29.59,63.9
69.5,2.7,10.8,0.5,6.1,31.36,68.1
81.6,1.7,11.6,2.7,9.1,37.44,77.5
72.7,2.2,5.3,2.2,3.0,31.03,72.6
88.6,0.5,7.9,4.3,3.5,18.54,86.2
80.3,3.7,12.1,2.2,9.5,35.66,76.8
85.7,2.4,5.7,4.8,8.8,26.16,82.9
91.4,1.2,14.1,3.8,6.8,36.41,86.1
85.2,2.0,13.5,3.2,6.4,19.91,82.2
77.3,1.0,0.5,3.6,4.8,28.22,77.2
76.8,2.9,17.8,2.9,7.1,36.45,73.6
77.6,1.8,4.3,0.5,2.7,17.25,78.5
89.3,3.5,8.0,1.2,6.6,39.05,85.9
90.8,4.6,21.3,1.7,7.0,29.47,88.6
82.6,0.4,17.3,0.1,7.0,32.58,79.7
75.0,1.3,7.0,0.7,9.2,21.92,74.4
83.8,2.9,0.3,0.6,5.7,12.18,85.8
87.3,3.8,8.6,0.3,3.8,22.57,85.5
80.6,2.7,5.2,2.4,12.5,23.92,79.8
86.1,2.8,12.6,5.1,6.6,21.82,82.9
76.4,2.6,10.5,1.8,5.3,33.28,73.6
83.7,4.0,22.1,5.2,4.4,38.37,81.4
75.6,2.5,4.8,0.6,6.6,23.44,75.2
83.0,4.0,16.9,2.4,0.8,25.76,80.6
69.1,1.5,7.4,5.6,4.8,40.3,66.0
75.7,2.9,6.9,2.2,9.8,23.66,75.7
88.2,0.4,18.3,0.6,10.2,27.05,84.7
85.8,1.4,14.1,4.2,3.5,32.5,80.1
78.9,2.7,0.4,1.0,2.9,31.36,80.4
78.8,2.0,2.2,4.2,9.9,22.4,78.6
93.4,5.1,8.2,1.3,7.7,25.18,93.6
80.5,1.6,19.0,0.2,7.6,27.55,74.4
79.2,4.2,7.3,4.1,6.1,28.34,78.3
79.5,2.3,18.4,4.0,7.2,28.24,72.6
83.0,5.2,0.3,0.4,7.7,28.61,87.9
77.0,2.0,8.7,1.0,8.9,32.49,74.5
77.3,3.9,2.9,1.0,8.1,26.11,78.2
78.9,2.4,9.3,1.4,10.1,20.38,76.9
86.7,1.4,9.8,1.2,9.3,21.47,82.1
84.7,1.5,14.7,0.4,2.3,24.75,83.0
70.5,5.2,16.6,1.0,11.9,38.8,69.3
72.0,1.9,13.5,0.4,4.6,37.17,66.6
78.4,2.4,14.6,2.6,4.8,36.01,75.1
67.8,3.5,14.8,2.2,9.9,24.81,65.9
87.1,2.9,0.3,0.3,9.1,43.06,85.7
83.6,1.6,13.4,5.4,4.1,48.29,77.5
85.5,0.7,3.3,0.5,5.9,21.53,84.6
83.8,2.5,7.7,4.2,3.5,26.22,82.1
81.4,1.0,8.1,4.0,7.7,32.63,78.0
64.1,4.9,13.1,2.1,2.4,32.59,65.3
102.0,3.3,21.1,0.4,6.3,20.79,99.4
78.1,2.1,10.7,4.7,6.3,20.3,77.5
77.0,2.7,14.6,4.9,5.9,26.41,71.5
93.9,1.5,7.7,2.4,7.0,26.46,92.7
87.8,1.1,11.3,5.2,3.4,25.84,85.8
92.2,1.8,1.5,4.9,2.3,26.28,92.1
83.6,3.2,19.6,0.4,4.5,21.21,82.1
85.7,2.5,0.3,0.8,6.7,24.28,86.6
76.8,1.8,10.3,4.8,1.9,19.62,72.5
81.1,2.4,5.9,0.2,7.0,24.67,80.9
79.3,3.1,1.3,0.7,4.6,20.16,80.4
85.9,2.2,5.7,2.2,9.2,39.73,83.3
85.8,2.3,4.8,0.3,8.1,24.93,86.0
90.8,1.3,8.4,5.1,5.1,26.57,87.7
74.2,1.9,8.2,4.8,4.9,19.69,72.4
73.0,2.1,0.2,0.3,7.7,15.0,74.6
78.7,1.0,20.4,5.3,1.6,17.71,72.2
77.9,1.9,8.6,0.8,4.8,36.57,75.2
85.4,1.1,20.5,2.3,5.1,41.95,78.1
76.1,1.4,8.7,0.6,7.1,23.62,74.0
92.1,2.4,14.6,1.3,3.3,23.81,90.6
86.5,1.8,6.7,0.5,6.0,25.43,84.4
96.3,2.3,13.1,4.7,5.7,23.95,92.6
78.2,4.3,3.0,3.8,6.4,21.99,79.7
85.0,2.5,18.3,3.4,5.3,55.82,77.1
82.3,4.8,1.4,4.1,9.7,22.36,83.6
78.6,3.5,21.7,3.5,3.2,25.52,76.1
85.0,2.6,0.9,4.4,8.5,20.64,85.8
85.2,1.9,2.1,3.8,4.5,21.42,85.7
81.4,4.6,5.6,2.8,7.0,20.88,82.6
82.8,1.9,1.5,5.4,4.0,38.2,81.9
85.1,4.7,3.3,0.5,9.9,23.81,86.9
102.2,1.4,6.8,0.8,8.1,37.05,99.9
82.2,5.4,11.5,1.3,10.2,35.88,82.7
64.5,3.4,17.8,0.3,9.0,18.81,61.8
82.3,2.6,18.0,4.3,5.6,14.88,78.1
79.7,1.0,9.3,1.3,3.9,19.56,77.0
76.2,5.1,15.5,5.0,5.2,31.34,76.3
82.1,2.6,0.6,0.9,3.5,31.44,83.2
87.7,3.3,11.7,1.5,7.9,18.26,85.7
75.4,2.7,1.1,5.7,3.2,26.6,75.9
74.9,1.9,2.1,4.3,8.1,18.81,74.7
88.1,4.6,3.4,1.0,5.5,21.24,90.1
74.0,1.4,7.1,0.1,5.9,23.46,72.3
73.9,2.1,17.4,2.5,8.0,24.98,71.1
75.3,1.0,13.4,0.9,8.7,30.3,71.5
85.6,4.7,5.0,0.5,3.5,43.5,86.0
85.9,2.2,19.6,4.1,7.3,18.56,81.0
81.4,1.4,6.3,1.0,2.4,40.03,78.5
77.4,1.2,17.2,0.5,12.0,32.14,70.4
85.4,1.6,12.6,0.3,3.7,26.13,83.4
73.4,1.6,0.2,4.9,13.8,33.89,71.3
79.0,2.3,16.6,0.4,6.7,37.24,73.4
91.9,3.1,19.9,2.9,6.0,22.92,86.9
80.4,1.5,19.0,0.9,5.0,15.87,77.2
85.4,2.2,0.4,0.2,4.0,21.56,86.7
86.1,4.8,8.4,2.1,3.6,27.31,88.7
78.9,1.8,9.9,1.5,8.2,34.46,75.3
96.8,1.7,4.8,1.4,5.8,26.01,96.7
83.2,3.6,4.0,4.6,9.8,35.63,82.2
79.7,3.4,8.3,1.6,3.6,19.7,80.8
85.6,2.4,0.1,4.7,9.9,24.95,85.4
79.4,2.7,3.4,5.2,3.2,40.14,77.6
69.9,1.6,16.6,4.3,8.4,27.79,64.3
71.7,2.9,9.2,0.6,4.3,24.2,71.5
74.1,3.6,8.3,4.1,10.0,31.71,73.3
77.7,1.6,2.9,1.5,13.1,20.37,77.3
87.4,1.5,20.5,5.3,5.6,48.41,81.0
89.2,2.2,13.4,4.1,8.6,15.26,86.3
94.1,1.4,11.1,3.8,2.8,19.19,91.8
80.1,1.2,6.9,1.0,7.3,32.1,77.7
87.6,3.5,21.2,0.6,6.5,37.34,85.3
87.1,1.1,22.1,2.0,5.2,37.84,79.6
90.1,1.4,2.6,1.3,11.8,25.53,89.6
79.5,2.0,10.9,5.2,8.0,23.06,78.6
80.5,0.7,20.5,3.7,9.5,28.31,72.9
89.4,2.4,5.5,0.2,10.6,29.71,88.9
85.3,2.7,0.3,5.4,3.3,20.54,87.0
82.9,1.0,22.0,1.2,5.3,15.7,79.1
88.7,1.7,1.4,2.9,6.1,16.71,88.5
85.9,2.2,0.7,2.5,9.0,23.56,87.1
80.6,3.9,3.0,0.1,5.7,28.78,82.5
74.2,1.7,0.7,5.2,4.8,19.31,74.2
89.0,2.6,14.8,2.9,7.7,23.02,85.9
82.8,0.8,6.0,0.5,6.4,34.61,80.9
72.7,3.6,1.0,0.7,2.1,22.5,76.2
95.7,3.0,16.4,0.9,4.7,45.54,92.3
70.6,1.2,13.4,0.6,7.5,55.84,62.0
93.4,1.3,12.5,3.5,3.0,19.4,90.5
79.8,2.8,18.6,0.5,6.1,26.19,75.9
74.0,1.4,8.7,2.6,10.6,31.61,70.0
79.9,3.4,15.0,0.2,4.2,18.6,78.4
78.4,5.4,1.1,5.6,4.9,28.7,81.5
81.0,2.1,20.5,1.8,5.4,15.08,76.1
69.9,1.9,6.9,0.3,2.5,23.17,69.7
90.1,0.2,5.2,4.3,11.4,38.94,86.0
73.5,4.5,11.0,0.4,3.6,20.97,73.1
70.0,1.6,0.3,3.9,7.1,20.75,69.4
87.8,2.5,20.4,0.5,4.3,30.67,84.3
83.0,2.1,6.0,0.7,2.8,19.98,83.0
80.8,2.5,17.4,2.9,6.2,35.32,75.0
100.2,3.3,19.6,0.6,10.5,28.74,96.6
74.9,1.6,0.4,4.1,5.5,46.1,71.9
86.2,2.0,9.3,0.9,10.8,40.52,83.0
76.4,1.9,12.7,4.5,2.7,34.88,73.1
82.0,1.1,11.4,5.4,7.3,38.38,77.2
87.2,1.8,21.2,1.1,1.7,13.75,83.5
83.8,3.4,0.5,2.8,4.3,23.14,86.2
75.4,2.2,1.1,0.4,5.1,24.77,76.8
91.8,0.8,18.9,0.9,7.2,31.19,86.9
88.1,2.4,0.2,1.3,6.5,22.6,90.1
98.6,4.6,12.3,6.0,3.1,30.25,98.7
97.4,1.7,8.8,5.6,8.7,19.35,94.0
84.2,1.4,19.0,1.7,2.7,26.58,79.9
90.4,2.9,16.6,3.3,3.5,24.46,88.6
86.6,2.1,16.6,0.6,8.7,28.63,83.2
77.0,2.3,20.1,0.6,6.2,14.17,73.9
78.6,2.4,12.1,5.1,7.5,34.85,74.3
76.5,5.1,20.5,0.4,9.6,35.96,73.0
86.6,1.9,10.8,4.3,9.0,23.34,84.6
83.4,4.0,10.4,2.1,6.3,33.06,81.9
81.2,4.0,9.2,1.3,2.6,36.36,80.9
84.3,1.9,21.7,2.0,7.5,31.6,79.9
99.3,1.1,12.9,2.8,12.8,18.27,96.2
85.3,2.1,13.1,0.6,7.1,31.11,82.1
87.0,2.9,10.8,2.3,2.4,27.77,84.5
76.3,1.3,21.1,3.6,9.1,24.42,68.6
65.7,4.0,3.9,5.7,5.0,38.43,65.4
76.2,1.7,5.2,0.6,11.3,28.55,75.2
86.3,1.7,3.5,1.6,4.9,17.29,86.6
66.0,3.1,4.5,0.3,3.4,21.24,66.6
77.4,1.3,10.9,3.8,5.4,41.54,73.4
76.1,3.1,6.0,0.9,4.2,35.23,74.4
96.3,1.2,12.7,3.8,3.2,22.51,92.8
85.2,1.3,12.8,5.0,7.6,21.02,79.3
68.0,1.2,21.5,4.1,4.9,16.27,60.8
78.7,3.8,5.8,4.5,10.2,26.19,78.8
76.4,3.8,3.2,0.2,8.5,35.53,76.9
76.1,1.4,5.4,1.8,7.5,32.14,75.3
78.6,4.4,18.8,2.1,3.6,23.49,77.0
87.9,1.4,3.5,0.8,8.1,27.89,86.7
100.3,1.6,3.7,1.4,5.5,19.41,100.1
84.3,2.2,3.1,3.4,10.1,28.54,83.6
78.9,1.0,13.4,1.3,6.3,14.79,76.5
86.3,2.5,3.3,5.1,4.9,17.26,84.9
87.3,1.0,15.5,2.3,7.7,37.57,85.9
73.2,2.0,11.7,0.1,6.6,16.93,71.8
87.0,3.9,19.5,2.2,6.9,18.64,85.3
98.0,2.1,7.9,4.4,7.0,15.98,96.3
78.2,3.6,16.7,3.3,5.5,18.51,76.6
81.5,4.5,7.2,1.2,8.0,42.74,80.6
77.9,0.6,15.8,0.1,10.3,22.29,73.8
92.1,1.5,12.0,5.3,9.2,31.33,87.5
80.5,4.0,2.4,0.5,2.6,61.56,76.5
88.7,1.8,6.9,2.4,5.7,33.18,87.3
79.4,2.5,12.5,1.6,4.1,30.64,76.8
66.6,1.4,2.3,0.7,7.9,35.74,65.3
78.2,4.8,16.1,3.8,7.1,16.86,77.0
83.7,4.3,10.3,1.4,11.3,18.6,84.1
78.8,0.7,0.6,0.3,6.8,37.12,77.8
80.8,3.6,7.1,1.4,2.9,20.07,81.5
86.3,2.8,3.6,4.3,6.0,32.59,88.1
96.8,2.7,15.6,1.5,7.3,29.3,94.5
99.9,4.1,18.3,2.2,11.1,17.91,99.6
82.0,2.4,1.5,0.4,6.8,30.35,82.3
73.6,1.9,16.6,2.7,5.6,39.42,68.1
76.8,3.0,7.9,0.8,7.1,23.87,76.3
90.8,1.6,21.1,4.1,8.6,31.79,84.4
80.1,1.4,19.7,5.3,10.6,22.4,74.0
70.5,1.5,0.2,1.7,6.2,26.99,71.2
94.1,1.7,0.3,0.6,2.4,23.81,95.1
73.7,3.9,5.7,4.2,3.5,14.85,72.5
87.1,2.9,17.8,1.4,5.0,23.14,83.1
78.7,2.1,0.0,3.0,7.1,41.07,77.2
78.4,4.7,21.0,4.7,9.4,34.06,72.9
65.0,0.3,7.4,5.7,6.9,33.44,60.7
76.6,0.7,0.7,2.2,5.8,34.03,75.5
79.2,4.7,8.0,1.0,1.9,21.82,80.1
70.3,2.9,7.5,0.8,6.5,19.07,69.5
89.7,1.5,17.1,0.7,8.6,48.2,83.3
92.0,2.7,17.7,0.6,5.0,33.91,90.4
78.1,3.1,20.1,4.7,7.6,24.44,74.4
76.5,3.6,18.4,0.7,7.8,28.72,72.2
78.4,2.2,11.4,4.7,7.7,43.85,72.7
85.7,1.5,12.1,0.8,6.8,20.73,85.5
78.8,1.1,16.6,0.5,2.6,27.61,74.9
88.2,1.9,8.7,5.6,2.0,34.46,84.2
80.1,3.4,8.2,1.1,8.5,16.66,80.6
65.2,2.1,4.0,2.3,5.8,30.2,64.7
79.2,3.2,9.0,0.7,11.3,20.41,77.1
83.1,0.4,16.5,0.6,5.1,30.02,78.0
81.4,2.4,13.1,0.4,10.7,19.26,76.9
80.7,2.0,3.2,0.3,8.7,40.42,79.1
73.0,2.2,0.1,1.2,12.8,20.18,74.1
73.9,3.8,9.6,3.8,7.2,15.99,72.9
85.0,2.3,8.9,0.3,5.6,22.77,84.9
86.5,0.5,14.0,1.0,10.2,11.32,82.7
87.6,1.3,19.9,6.0,4.7,21.55,84.5
67.7,1.4,19.2,5.3,10.4,16.45,62.7
89.0,1.6,8.6,1.3,7.9,25.4,86.9
82.3,2.9,16.3,0.4,7.0,22.87,79.4
78.1,4.3,0.3,5.8,3.2,41.75,77.5
77.7,3.5,19.4,0.4,3.3,33.29,77.2
79.7,1.9,11.4,0.4,4.4,17.37,77.5
91.3,3.7,18.3,1.4,5.1,48.87,83.7
74.1,1.7,15.9,5.5,6.4,27.67,68.1
73.1,3.4,6.8,1.6,4.7,32.02,74.0
76.5,2.0,9.5,5.7,10.2,16.27,72.5
78.4,3.1,10.8,0.9,5.9,27.35,77.7
87.9,2.5,5.1,1.3,8.6,22.85,87.4
81.4,2.0,19.0,1.4,3.8,17.16,76.1
96.9,3.3,4.7,0.5,5.5,32.26,97.7
77.5,1.2,12.1,0.5,5.6,27.4,73.8
94.1,2.4,2.7,4.5,4.7,25.29,93.2
82.3,5.0,1.5,0.2,9.3,37.96,84.1
82.7,3.6,0.2,0.8,3.5,25.74,85.7
84.6,3.4,14.6,5.2,7.0,19.05,81.8
87.8,1.7,2.8,1.4,3.8,23.4,87.7
80.6,3.2,11.1,4.3,3.6,36.99,77.1
88.7,2.5,13.0,1.3,7.6,27.01,86.6
84.8,0.2,13.2,1.4,2.5,27.09,80.8
83.2,4.9,1.3,5.0,10.5,28.54,84.0
85.2,1.7,6.4,5.8,4.4,24.02,83.6
89.2,2.1,0.1,1.9,8.3,32.26,89.4
86.1,2.2,9.3,2.0,5.6,17.53,84.8
86.0,2.5,19.0,1.8,2.3,23.22,82.1
82.7,0.8,1.1,0.2,5.1,26.79,82.5
78.0,0.8,4.7,3.9,7.1,22.61,75.2
79.4,2.0,21.6,2.6,10.6,16.52,74.4
100.1,2.3,6.5,0.9,4.7,16.27,100.4
79.8,4.9,18.7,0.3,6.9,34.57,77.3
79.5,1.9,14.1,1.8,6.7,64.1,67.2
99.1,3.5,12.5,0.7,7.8,39.07,95.4
100.1,4.3,11.9,2.6,2.5,25.53,100.3
76.4,3.4,7.4,1.2,7.0,31.84,76.1
77.3,4.2,8.9,5.0,10.2,22.64,76.4
80.1,1.2,7.7,2.5,12.1,19.13,78.4
65.6,2.8,1.4,3.3,5.9,17.28,65.6
79.7,3.0,11.5,4.4,2.7,55.85,72.9
88.5,3.0,0.1,5.2,8.3,18.69,90.5
85.7,1.9,19.1,0.4,3.6,27.34,84.1
85.8,2.3,9.3,0.7,2.4,31.44,85.1
79.1,2.8,0.5,1.1,8.6,28.8,79.5
79.0,2.5,6.2,2.0,3.6,28.83,78.3
77.7,1.9,7.5,4.8,5.3,25.12,76.4
78.8,1.9,0.7,0.8,3.0,19.9,79.6
84.8,1.5,0.0,2.5,4.5,24.01,84.9
85.0,1.7,2.5,5.0,10.2,23.4,84.2
84.4,1.7,17.5,5.3,1.9,14.12,81.9
80.8,2.2,13.3,0.1,8.8,37.0,77.1
72.8,2.0,13.3,3.8,9.7,18.5,69.3
79.2,5.0,0.6,0.7,5.9,26.47,82.1
74.1,1.9,4.0,3.5,9.4,52.31,69.1
75.0,1.6,20.3,0.2,4.7,25.38,70.5
80.0,2.6,17.5,4.1,6.4,34.52,73.9
64.1,4.0,11.1,5.4,4.6,27.98,61.4
79.2,2.3,11.3,0.2,6.6,34.3,77.5
90.3,1.2,8.6,5.2,6.2,25.98,86.4
81.4,5.0,7.5,0.5,9.0,17.36,82.1
89.1,0.9,21.4,4.8,6.8,35.95,83.7
83.9,3.1,19.7,3.0,3.8,22.1,81.5
93.8,1.6,19.1,3.9,6.0,46.31,88.0
81.2,3.1,0.5,0.4,3.5,18.33,84.1
75.0,1.8,13.7,4.4,7.7,26.65,70.8
82.7,1.0,8.0,0.8,4.3,46.25,78.5
85.0,3.8,13.5,1.8,8.6,25.28,83.7
75.3,2.2,9.6,4.7,5.3,39.33,71.7
79.2,3.7,1.7,0.8,2.1,21.68,82.2
78.7,4.1,0.4,5.4,9.6,14.1,80.1
78.7,2.3,0.5,0.8,3.6,37.29,78.5
70.9,3.0,0.3,4.0,11.9,20.7,71.6
93.9,0.2,0.5,0.7,8.5,35.06,92.2
87.2,3.2,10.4,1.1,3.3,32.79,85.2
83.0,5.1,21.1,0.6,9.7,25.56,81.5
79.2,1.1,18.1,4.9,7.9,32.26,74.0
75.9,4.1,4.7,4.2,3.2,30.83,76.1
75.4,4.5,1.0,2.8,8.5,35.97,77.5
72.9,1.0,20.4,1.1,7.0,29.75,66.3
89.7,2.4,15.5,0.3,10.3,21.73,85.7
77.4,1.6,14.8,1.4,2.5,12.81,75.6
95.6,2.7,11.9,1.4,3.1,19.92,92.8
71.6,2.4,0.2,5.3,2.5,33.63,71.3
87.1,3.1,16.0,4.5,7.3,21.28,80.7
82.0,1.6,8.7,2.8,7.2,21.24,80.3
82.0,1.6,12.9,5.0,4.1,27.65,79.2
73.9,1.4,11.0,4.2,4.5,48.16,67.3
101.8,1.9,12.3,2.7,8.1,15.68,99.6
90.2,2.3,17.2,0.8,3.0,26.42,88.1
87.0,2.8,13.5,2.9,5.1,19.84,85.1
81.4,2.7,5.1,4.4,8.8,31.15,79.8
64.6,1.5,0.1,2.9,5.3,38.61,64.0
88.2,2.3,0.2,3.2,7.9,22.01,88.9
93.7,3.7,9.5,1.1,4.2,19.34,93.8
77.6,1.5,4.4,3.0,5.5,47.22,73.4
97.0,3.0,21.7,1.7,6.2,40.78,91.1
82.4,1.6,0.1,0.3,2.4,13.86,83.2
88.7,3.2,20.7,5.0,3.4,18.37,83.0
72.7,2.2,6.6,1.2,10.7,35.74,69.8
91.9,2.5,14.0,0.5,3.3,26.9,90.6
90.9,1.0,13.0,0.2,7.1,23.35,87.4
89.1,0.7,10.2,1.8,7.3,23.08,87.2
91.6,0.9,13.7,1.4,5.4,35.8,85.9
65.9,1.5,8.3,0.4,9.3,14.03,64.4
78.4,4.8,2.7,0.7,7.0,20.12,79.8
78.1,3.1,3.7,0.3,8.5,38.46,77.7
67.0,3.4,0.0,0.4,9.4,24.59,69.1
89.6,3.4,2.3,5.2,9.9,15.06,89.4
89.6,1.7,0.2,6.0,6.6,15.79,89.4
83.7,1.9,6.6,0.3,3.0,35.73,80.9
99.9,0.8,9.8,4.3,10.4,39.42,93.6
90.6,1.2,19.9,1.6,6.5,18.34,83.5
86.4,0.6,2.5,1.2,4.8,22.85,85.5
81.0,3.8,21.9,4.8,7.8,23.06,76.1
101.7,3.8,10.7,0.7,7.1,20.21,101.6
73.8,0.4,15.7,0.8,6.6,25.01,70.8
78.9,2.3,4.2,0.5,9.1,36.53,77.9
85.1,1.2,14.3,0.8,8.4,13.22,81.0
69.0,2.0,0.4,1.1,13.2,18.81,69.3
83.2,1.0,19.1,2.2,3.2,29.79,78.2
75.7,1.7,21.2,4.2,9.7,22.73,70.5
72.9,0.1,13.8,0.7,8.5,20.59,69.1
84.5,1.8,7.5,0.5,6.7,17.93,83.7
77.2,1.6,10.6,1.7,6.8,44.68,72.9
87.4,3.1,13.0,1.4,6.4,18.06,86.6
85.9,2.1,17.8,4.4,3.7,28.7,81.4
86.9,1.3,0.3,1.3,5.3,35.25,86.5
77.9,2.4,0.0,5.1,10.1,23.62,78.3
81.0,4.8,12.5,1.2,3.4,25.0,81.7
90.4,3.5,0.2,0.8,2.8,35.09,90.9
92.8,3.3,9.0,0.6,1.5,33.96,92.1
89.9,5.0,10.3,5.1,8.9,25.68,88.7
86.1,1.3,0.7,4.8,2.9,16.37,84.7
91.3,2.3,3.0,4.5,9.9,31.61,89.5
73.9,1.5,12.9,5.9,7.1,28.36,69.5
77.7,3.7,20.4,4.8,5.5,25.71,74.1
84.6,1.0,6.7,5.7,5.9,23.19,81.2
83.8,2.8,20.4,0.3,6.8,31.46,77.7
77.3,2.0,14.6,0.2,9.5,24.31,75.6
96.0,3.5,9.2,0.7,3.8,19.15,95.6
90.2,2.5,3.0,5.2,6.1,38.83,89.2
83.1,2.3,9.1,4.5,4.0,24.6,81.2
93.9,4.8,4.5,3.6,6.7,21.79,93.6
95.3,1.4,4.5,1.7,4.8,22.56,94.3
79.9,1.9,16.7,0.4,9.3,30.86,76.7
80.5,1.8,1.4,5.2,9.2,22.86,79.4
84.9,2.0,0.7,5.0,1.7,25.61,85.6
87.6,2.1,0.4,0.8,1.9,15.17,89.1
82.2,1.6,0.2,1.1,3.6,26.79,82.8
74.1,3.6,14.6,5.5,4.8,26.54,72.3
68.7,2.2,12.2,0.6,5.0,30.83,66.2
77.1,1.3,4.6,2.2,5.1,38.66,75.7
88.2,3.5,9.7,2.4,5.2,30.78,87.8
83.4,4.1,0.1,0.3,1.7,37.79,85.4
83.6,1.3,13.9,4.3,7.9,31.4,78.0
87.5,0.5,14.3,0.0,4.6,20.96,83.8
80.5,0.6,11.2,1.6,3.1,48.19,75.0
79.0,1.3,20.8,2.7,8.4,24.68,73.8
87.4,0.4,17.4,4.0,7.8,25.35,81.5
77.7,1.5,15.3,2.8,2.1,30.45,74.2
89.3,2.2,0.1,4.1,6.0,48.48,86.9
95.9,1.1,15.8,0.4,4.6,23.4,92.6
78.5,2.0,3.8,3.7,5.9,36.7,76.6
74.5,1.1,0.2,0.9,2.4,17.05,74.9
80.8,4.5,11.4,2.3,6.0,23.99,80.2
83.5,2.4,21.6,0.9,5.0,36.19,79.1
94.2,1.5,11.4,3.8,6.9,20.45,91.6
89.6,1.9,7.3,2.5,7.8,42.84,86.6
99.4,2.2,19.0,5.2,2.4,52.16,88.9
89.6,3.0,0.5,0.1,4.6,39.71,90.5
86.1,2.0,1.0,1.2,7.1,19.67,86.1
80.5,2.4,12.9,0.2,5.6,44.29,76.7
71.1,2.6,17.6,2.8,9.5,19.08,66.4
87.9,3.3,0.2,0.5,3.4,14.99,90.1
78.4,2.0,19.5,4.2,4.5,19.85,75.9
88.7,2.1,7.1,1.7,5.5,22.56,87.2
78.3,1.0,19.1,0.8,7.6,15.27,74.3
85.2,2.3,20.8,5.9,2.0,29.65,79.6
88.6,1.5,3.3,2.0,10.5,17.67,87.1
70.1,3.6,16.7,1.1,7.6,27.51,68.5
64.3,3.4,0.3,1.5,4.0,47.19,63.5
78.5,1.4,0.1,1.2,4.8,43.07,77.1
78.6,1.4,0.4,0.9,3.9,26.62,78.7
78.9,0.7,16.6,3.7,0.8,20.8,74.6
90.6,1.9,6.1,1.3,10.3,29.39,89.2
88.3,2.8,5.2,1.4,8.2,30.07,89.5
70.4,4.1,20.6,0.8,6.5,15.18,68.8
80.9,5.1,12.5,1.7,2.8,31.35,81.2
87.6,1.2,19.4,0.4,7.7,34.22,82.4
82.8,5.5,14.6,1.1,5.3,26.15,82.6
88.6,3.3,17.3,0.5,6.2,26.12,84.2
75.6,3.1,11.2,3.2,4.2,24.4,74.6
78.0,1.6,13.6,0.7,7.3,21.96,75.4
92.4,3.3,18.4,3.8,6.2,15.37,89.8
79.9,0.5,11.7,0.3,6.1,37.24,74.8
85.8,1.2,4.3,3.9,4.6,33.29,82.9
83.4,0.6,11.8,0.4,9.1,26.56,79.8
81.5,0.4,20.9,5.3,7.2,24.19,77.0
70.1,3.1,6.0,6.0,9.7,35.74,68.8
81.8,1.1,6.9,1.8,7.6,19.43,80.1
80.7,3.9,20.4,1.0,7.1,24.48,80.6
77.7,2.5,19.7,2.1,3.4,13.97,72.1
77.6,4.0,4.7,0.9,7.4,16.91,78.2
92.2,2.8,0.3,0.7,8.6,17.07,93.0
88.3,2.2,0.5,0.9,4.4,32.6,89.3
89.3,3.1,16.5,4.9,9.3,13.55,87.5
74.8,1.7,11.7,0.5,11.6,14.04,70.6
77.2,3.2,3.1,3.7,7.9,23.17,78.5
76.2,3.4,1.4,0.4,6.8,33.31,76.6
83.9,4.3,2.8,5.1,4.0,25.11,84.2
74.2,4.7,16.1,1.3,8.7,28.1,72.3
81.7,1.7,7.5,4.5,2.0,32.76,80.0
77.7,4.6,6.6,1.0,8.3,40.46,77.0
87.5,3.3,20.1,4.2,12.5,23.36,83.5
