genetic,length,mass,exercise,smoking,alcohol,sugar,bmi,lifespan
82.0,202.0,79.0,1.0,6.0,7.0,4,19.36,72
77.0,177.0,66.0,1.0,10.0,2.0,2,21.07,73
78.0,179.0,68.0,2.0,13.0,6.0,2,21.22,73
81.0,187.0,71.0,1.0,0.0,9.0,2,20.3,81
81.0,184.0,85.0,2.0,17.0,6.0,2,25.11,71
79.0,173.0,72.0,3.0,18.0,5.0,2,24.06,85
83.0,179.0,68.0,2.0,3.0,5.0,2,21.22,91
81.0,182.0,99.0,1.0,4.0,4.0,1,29.89,82
80.0,190.0,79.0,2.0,8.0,7.0,2,21.88,85
82.0,199.0,76.0,2.0,11.0,8.0,1,19.19,86
79.0,162.0,74.0,1.0,2.0,4.0,1,28.2,80
80.0,190.0,99.0,1.0,14.0,8.0,2,27.42,60
83.0,196.0,78.0,0.0,0.0,7.0,2,20.3,77
77.0,174.0,67.0,3.0,13.0,7.0,2,22.13,89
82.0,188.0,79.0,1.0,10.0,8.0,4,22.35,69
81.0,172.0,91.0,2.0,8.0,4.0,3,30.76,72
79.0,178.0,82.0,2.0,3.0,4.0,3,25.88,82
78.0,203.0,69.0,2.0,0.0,2.0,2,16.74,91
77.0,200.0,77.0,1.0,4.0,5.0,1,19.25,80
80.0,188.0,84.0,1.0,17.0,1.0,4,23.77,63
79.0,162.0,70.0,2.0,18.0,6.0,3,26.67,70
79.0,189.0,62.0,1.0,18.0,2.0,3,17.36,71
80.0,161.0,78.0,2.0,15.0,7.0,2,30.09,73
81.0,165.0,69.0,2.0,8.0,5.0,1,25.34,90
79.0,195.0,79.0,1.0,10.0,9.0,2,20.78,72
81.0,174.0,66.0,1.0,5.0,9.0,3,21.8,77
83.0,169.0,84.0,1.0,14.0,9.0,1,29.41,68
79.0,184.0,67.0,3.0,1.0,1.0,4,19.79,93
80.0,179.0,70.0,1.0,9.0,2.0,3,21.85,70
83.0,191.0,72.0,2.0,0.0,3.0,2,19.74,97
81.0,211.0,75.0,2.0,6.0,8.0,2,16.85,89
80.0,171.0,80.0,1.0,1.0,5.0,3,27.36,70
81.0,174.0,74.0,2.0,20.0,7.0,4,24.44,68
78.0,163.0,66.0,0.0,16.0,4.0,2,24.84,60
81.0,173.0,87.0,1.0,19.0,5.0,2,29.07,61
79.0,182.0,69.0,1.0,17.0,7.0,1,20.83,73
78.0,178.0,99.0,3.0,19.0,2.0,2,31.25,76
79.0,185.0,104.0,1.0,15.0,4.0,2,30.39,61
82.0,167.0,93.0,1.0,16.0,9.0,5,33.35,51
78.0,175.0,68.0,1.0,9.0,9.0,1,22.2,68
79.0,209.0,61.0,2.0,16.0,8.0,3,13.96,72
81.0,187.0,64.0,1.0,2.0,8.0,5,18.3,76
78.0,176.0,65.0,1.0,1.0,7.0,2,20.98,79
81.0,179.0,62.0,3.0,20.0,6.0,3,19.35,81
78.0,203.0,111.0,2.0,1.0,7.0,3,26.94,73
82.0,188.0,79.0,1.0,7.0,7.0,2,22.35,76
80.0,161.0,61.0,1.0,17.0,9.0,3,23.53,55
80.0,189.0,80.0,0.0,3.0,7.0,2,22.4,68
81.0,175.0,94.0,1.0,13.0,6.0,2,30.69,68
80.0,175.0,104.0,2.0,8.0,10.0,3,33.96,67
77.0,167.0,103.0,3.0,6.0,1.0,3,36.93,83
82.0,195.0,90.0,1.0,1.0,6.0,3,23.67,73
79.0,201.0,87.0,1.0,6.0,2.0,2,21.53,75
79.0,182.0,102.0,2.0,1.0,9.0,3,30.79,75
80.0,169.0,70.0,3.0,10.0,10.0,2,24.51,84
81.0,192.0,65.0,1.0,12.0,8.0,2,17.63,75
80.0,197.0,66.0,2.0,2.0,2.0,2,17.01,96
76.0,181.0,104.0,1.0,14.0,9.0,4,31.75,44
79.0,195.0,88.0,2.0,5.0,9.0,3,23.14,82
81.0,194.0,88.0,3.0,4.0,0.0,2,23.38,98
78.0,189.0,75.0,2.0,19.0,4.0,3,21.0,68
80.0,181.0,94.0,2.0,6.0,5.0,2,28.69,77
80.0,184.0,78.0,1.0,1.0,7.0,2,23.04,81
82.0,195.0,75.0,1.0,21.0,8.0,3,19.72,65
81.0,192.0,67.0,2.0,17.0,3.0,3,18.17,72
82.0,184.0,88.0,2.0,17.0,7.0,2,25.99,76
80.0,181.0,69.0,2.0,10.0,8.0,3,21.06,78
76.0,185.0,65.0,2.0,18.0,8.0,3,18.99,67
81.0,196.0,82.0,2.0,17.0,5.0,3,21.35,75
80.0,182.0,97.0,2.0,0.0,9.0,1,29.28,87
81.0,180.0,92.0,1.0,5.0,3.0,2,28.4,77
81.0,181.0,61.0,1.0,11.0,7.0,1,18.62,72
81.0,169.0,76.0,1.0,1.0,8.0,4,26.61,75
80.0,183.0,67.0,1.0,17.0,5.0,2,20.01,73
81.0,170.0,71.0,2.0,19.0,1.0,3,24.57,74
82.0,198.0,64.0,1.0,4.0,5.0,1,16.32,83
79.0,190.0,73.0,3.0,2.0,5.0,4,20.22,88
80.0,174.0,63.0,3.0,6.0,7.0,1,20.81,96
82.0,199.0,69.0,3.0,0.0,7.0,1,17.42,104
80.0,177.0,61.0,0.0,10.0,6.0,4,19.47,63
80.0,192.0,91.0,1.0,11.0,6.0,2,24.69,69
80.0,184.0,81.0,2.0,8.0,1.0,3,23.92,81
79.0,181.0,93.0,1.0,8.0,6.0,3,28.39,62
78.0,183.0,80.0,1.0,16.0,9.0,1,23.89,67
79.0,172.0,74.0,1.0,21.0,0.0,2,25.01,69
77.0,208.0,77.0,1.0,20.0,8.0,2,17.8,62
80.0,176.0,90.0,2.0,21.0,3.0,1,29.05,77
82.0,179.0,72.0,2.0,17.0,3.0,2,22.47,82
83.0,172.0,77.0,1.0,22.0,3.0,2,26.03,64
82.0,173.0,103.0,3.0,13.0,2.0,3,34.41,83
79.0,167.0,92.0,2.0,10.0,4.0,1,32.99,80
82.0,180.0,112.0,0.0,9.0,2.0,2,34.57,67
79.0,169.0,96.0,2.0,21.0,9.0,1,33.61,64
80.0,171.0,74.0,1.0,9.0,3.0,1,25.31,73
78.0,195.0,81.0,1.0,8.0,0.0,3,21.3,78
79.0,207.0,80.0,2.0,3.0,5.0,3,18.67,85
79.0,188.0,83.0,0.0,0.0,7.0,2,23.48,72
80.0,194.0,65.0,1.0,12.0,1.0,2,17.27,82
78.0,178.0,87.0,3.0,12.0,6.0,4,27.46,76
79.0,184.0,80.0,1.0,4.0,8.0,2,23.63,72
82.0,192.0,73.0,1.0,0.0,2.0,2,19.8,85
78.0,180.0,81.0,1.0,1.0,9.0,2,25.0,76
82.0,202.0,61.0,3.0,0.0,3.0,1,14.95,110
80.0,181.0,72.0,3.0,8.0,4.0,2,21.98,98
80.0,180.0,75.0,2.0,6.0,7.0,1,23.15,80
79.0,177.0,74.0,1.0,3.0,9.0,4,23.62,71
80.0,191.0,79.0,3.0,10.0,2.0,3,21.66,92
80.0,195.0,84.0,2.0,0.0,6.0,5,22.09,78
81.0,194.0,74.0,2.0,1.0,6.0,3,19.66,88
78.0,201.0,69.0,1.0,11.0,5.0,2,17.08,71
78.0,182.0,71.0,2.0,0.0,8.0,3,21.43,80
82.0,176.0,79.0,1.0,2.0,3.0,3,25.5,75
81.0,170.0,88.0,2.0,18.0,1.0,2,30.45,74
79.0,168.0,77.0,1.0,4.0,10.0,2,27.28,74
81.0,180.0,83.0,3.0,5.0,8.0,2,25.62,87
80.0,192.0,92.0,3.0,4.0,2.0,3,24.96,93
79.0,192.0,90.0,0.0,14.0,4.0,2,24.41,61
80.0,165.0,80.0,2.0,14.0,2.0,4,29.38,76
78.0,169.0,63.0,3.0,10.0,1.0,1,22.06,95
79.0,190.0,70.0,2.0,20.0,8.0,2,19.39,70
82.0,184.0,74.0,1.0,2.0,2.0,2,21.86,83
79.0,177.0,82.0,2.0,0.0,8.0,2,26.17,83
80.0,193.0,93.0,1.0,21.0,6.0,3,24.97,60
81.0,207.0,83.0,1.0,7.0,8.0,3,19.37,75
77.0,207.0,68.0,3.0,3.0,10.0,2,15.87,90
80.0,198.0,86.0,3.0,8.0,6.0,3,21.94,92
77.0,190.0,84.0,1.0,0.0,7.0,2,23.27,74
80.0,167.0,63.0,2.0,6.0,7.0,3,22.59,81
79.0,208.0,111.0,3.0,10.0,6.0,4,25.66,82
79.0,155.0,108.0,2.0,13.0,9.0,1,44.95,66
82.0,187.0,77.0,1.0,14.0,7.0,3,22.02,64
79.0,168.0,70.0,1.0,6.0,6.0,4,24.8,66
79.0,178.0,84.0,1.0,8.0,6.0,2,26.51,74
78.0,181.0,66.0,1.0,13.0,9.0,2,20.15,66
80.0,182.0,76.0,3.0,15.0,8.0,3,22.94,87
79.0,180.0,76.0,3.0,1.0,9.0,1,23.46,97
77.0,205.0,63.0,1.0,15.0,1.0,3,14.99,71
79.0,172.0,64.0,1.0,10.0,3.0,2,21.63,75
78.0,205.0,81.0,2.0,5.0,9.0,3,19.27,84
79.0,193.0,69.0,1.0,15.0,9.0,2,18.52,65
81.0,194.0,84.0,1.0,20.0,9.0,3,22.32,59
79.0,183.0,98.0,3.0,16.0,6.0,3,29.26,78
80.0,166.0,82.0,3.0,10.0,1.0,2,29.76,87
79.0,192.0,67.0,2.0,17.0,9.0,2,18.17,77
80.0,163.0,69.0,1.0,1.0,4.0,2,25.97,82
80.0,172.0,78.0,1.0,14.0,5.0,2,26.37,71
80.0,185.0,69.0,1.0,11.0,7.0,1,20.16,75
80.0,170.0,98.0,1.0,21.0,8.0,2,33.91,56
78.0,169.0,82.0,1.0,4.0,5.0,2,28.71,72
83.0,192.0,102.0,2.0,1.0,9.0,2,27.67,84
81.0,178.0,72.0,3.0,3.0,6.0,2,22.72,95
78.0,168.0,60.0,2.0,14.0,3.0,3,21.26,71
80.0,173.0,71.0,3.0,5.0,5.0,1,23.72,101
81.0,192.0,70.0,2.0,1.0,9.0,1,18.99,93
81.0,170.0,85.0,3.0,8.0,8.0,2,29.41,89
82.0,185.0,86.0,3.0,14.0,1.0,4,25.13,85
80.0,183.0,97.0,3.0,13.0,7.0,2,28.96,80
79.0,187.0,62.0,3.0,1.0,6.0,3,17.73,92
79.0,172.0,84.0,3.0,1.0,6.0,2,28.39,93
81.0,177.0,97.0,0.0,15.0,7.0,1,30.96,58
81.0,180.0,72.0,4.0,10.0,5.0,3,22.22,96
78.0,192.0,69.0,2.0,2.0,6.0,3,18.72,82
83.0,173.0,80.0,0.0,15.0,5.0,1,26.73,65
82.0,172.0,79.0,1.0,5.0,1.0,3,26.7,75
80.0,196.0,66.0,3.0,0.0,2.0,2,17.18,111
77.0,172.0,87.0,1.0,6.0,7.0,3,29.41,63
76.0,178.0,63.0,3.0,17.0,5.0,1,19.88,93
80.0,189.0,80.0,3.0,11.0,9.0,2,22.4,84
80.0,175.0,65.0,0.0,0.0,9.0,3,21.22,67
79.0,166.0,79.0,1.0,2.0,3.0,2,28.67,78
80.0,181.0,85.0,1.0,4.0,6.0,3,25.95,71
78.0,176.0,77.0,2.0,0.0,2.0,2,24.86,91
79.0,178.0,99.0,0.0,1.0,0.0,2,31.25,70
82.0,163.0,82.0,2.0,16.0,6.0,1,30.86,71
80.0,188.0,69.0,1.0,12.0,8.0,3,19.52,73
84.0,188.0,72.0,1.0,18.0,7.0,4,20.37,61
81.0,168.0,84.0,2.0,4.0,9.0,3,29.76,78
81.0,185.0,91.0,2.0,19.0,5.0,2,26.59,73
81.0,196.0,69.0,1.0,14.0,4.0,1,17.96,80
80.0,160.0,88.0,2.0,17.0,8.0,3,34.37,66
77.0,183.0,67.0,3.0,10.0,9.0,3,20.01,86
81.0,186.0,79.0,2.0,4.0,9.0,4,22.84,81
79.0,167.0,77.0,1.0,20.0,8.0,4,27.61,57
80.0,186.0,79.0,3.0,18.0,9.0,2,22.84,80
79.0,182.0,82.0,1.0,15.0,8.0,4,24.76,61
79.0,183.0,100.0,1.0,19.0,9.0,4,29.86,52
82.0,197.0,92.0,3.0,2.0,7.0,1,23.71,96
79.0,175.0,89.0,2.0,1.0,9.0,3,29.06,80
80.0,172.0,63.0,2.0,5.0,9.0,3,21.3,87
80.0,209.0,96.0,1.0,19.0,6.0,2,21.98,66
82.0,167.0,110.0,4.0,11.0,1.0,1,39.44,96
78.0,178.0,69.0,1.0,15.0,6.0,2,21.78,66
80.0,178.0,94.0,2.0,22.0,7.0,3,29.67,63
82.0,178.0,91.0,3.0,2.0,9.0,1,28.72,93
79.0,182.0,91.0,3.0,8.0,8.0,1,27.47,85
83.0,170.0,83.0,0.0,4.0,6.0,1,28.72,70
79.0,182.0,90.0,2.0,0.0,8.0,3,27.17,85
80.0,177.0,71.0,1.0,0.0,6.0,2,22.66,79
78.0,191.0,65.0,1.0,1.0,9.0,2,17.82,75
81.0,177.0,66.0,2.0,10.0,8.0,3,21.07,77
81.0,198.0,101.0,3.0,11.0,2.0,2,25.76,89
80.0,188.0,78.0,1.0,19.0,7.0,2,22.07,62
83.0,186.0,69.0,2.0,13.0,2.0,3,19.94,86
80.0,199.0,65.0,2.0,18.0,3.0,3,16.41,75
79.0,179.0,101.0,1.0,0.0,9.0,1,31.52,75
82.0,202.0,97.0,3.0,8.0,5.0,3,23.77,89
80.0,166.0,93.0,2.0,19.0,5.0,2,33.75,68
80.0,214.0,82.0,1.0,13.0,9.0,3,17.91,69
81.0,205.0,68.0,2.0,14.0,9.0,2,16.18,87
81.0,177.0,102.0,1.0,18.0,1.0,5,32.56,59
76.0,173.0,80.0,2.0,19.0,7.0,2,26.73,67
80.0,194.0,91.0,3.0,10.0,8.0,2,24.18,89
79.0,185.0,91.0,1.0,11.0,9.0,2,26.59,70
78.0,183.0,62.0,3.0,2.0,8.0,4,18.51,94
84.0,197.0,71.0,2.0,0.0,9.0,3,18.29,86
79.0,178.0,72.0,3.0,17.0,8.0,1,22.72,87
79.0,188.0,96.0,0.0,20.0,8.0,2,27.16,49
81.0,188.0,109.0,4.0,0.0,1.0,1,30.84,107
80.0,195.0,72.0,1.0,20.0,6.0,1,18.93,64
80.0,196.0,77.0,1.0,1.0,8.0,3,20.04,72
83.0,178.0,70.0,1.0,10.0,10.0,2,22.09,66
79.0,182.0,91.0,1.0,19.0,2.0,1,27.47,71
80.0,177.0,74.0,2.0,9.0,5.0,2,23.62,85
78.0,202.0,97.0,1.0,20.0,9.0,3,23.77,57
82.0,173.0,98.0,0.0,3.0,7.0,3,32.74,60
78.0,185.0,66.0,2.0,4.0,4.0,5,19.28,82
82.0,204.0,64.0,1.0,0.0,9.0,2,15.38,82
82.0,178.0,68.0,1.0,0.0,1.0,3,21.46,85
79.0,196.0,75.0,1.0,0.0,5.0,3,19.52,78
80.0,171.0,87.0,1.0,0.0,4.0,2,29.75,74
79.0,172.0,77.0,1.0,17.0,1.0,1,26.03,73
79.0,189.0,92.0,1.0,3.0,7.0,4,25.76,68
77.0,184.0,86.0,1.0,3.0,6.0,2,25.4,73
80.0,170.0,62.0,1.0,8.0,7.0,3,21.45,72
79.0,200.0,76.0,0.0,1.0,9.0,1,19.0,74
81.0,185.0,89.0,1.0,4.0,8.0,3,26.0,71
79.0,199.0,67.0,2.0,11.0,6.0,2,16.92,89
80.0,181.0,72.0,1.0,6.0,6.0,2,21.98,77
81.0,181.0,104.0,2.0,0.0,8.0,2,31.75,87
81.0,162.0,70.0,1.0,5.0,8.0,2,26.67,72
80.0,182.0,100.0,2.0,8.0,6.0,3,30.19,76
80.0,202.0,78.0,2.0,4.0,1.0,2,19.12,89
77.0,169.0,85.0,2.0,20.0,9.0,3,29.76,56
78.0,193.0,69.0,1.0,21.0,7.0,4,18.52,60
81.0,168.0,76.0,1.0,8.0,8.0,1,26.93,71
78.0,204.0,75.0,3.0,7.0,9.0,2,18.02,93
79.0,188.0,66.0,2.0,5.0,10.0,3,18.67,82
83.0,180.0,86.0,1.0,0.0,6.0,3,26.54,75
80.0,166.0,64.0,1.0,10.0,7.0,3,23.23,67
78.0,187.0,83.0,2.0,16.0,8.0,2,23.74,69
76.0,189.0,78.0,1.0,8.0,4.0,2,21.84,70
78.0,172.0,97.0,3.0,18.0,9.0,5,32.79,67
83.0,184.0,97.0,1.0,0.0,3.0,3,28.65,81
80.0,166.0,72.0,1.0,21.0,4.0,4,26.13,52
78.0,173.0,76.0,1.0,19.0,2.0,2,25.39,68
79.0,170.0,69.0,3.0,14.0,6.0,3,23.88,82
79.0,191.0,81.0,1.0,3.0,4.0,3,22.2,74
81.0,185.0,79.0,2.0,5.0,5.0,4,23.08,87
81.0,194.0,65.0,2.0,1.0,6.0,1,17.27,92
80.0,190.0,80.0,1.0,0.0,0.0,3,22.16,87
79.0,188.0,65.0,1.0,9.0,7.0,3,18.39,70
79.0,184.0,82.0,1.0,3.0,7.0,3,24.22,72
78.0,176.0,93.0,1.0,7.0,7.0,3,30.02,67
79.0,159.0,64.0,2.0,0.0,3.0,3,25.32,91
79.0,201.0,90.0,1.0,16.0,7.0,2,22.28,69
81.0,172.0,75.0,1.0,18.0,9.0,2,25.35,65
78.0,186.0,91.0,2.0,1.0,3.0,2,26.3,86
79.0,189.0,85.0,2.0,13.0,3.0,3,23.8,77
79.0,178.0,79.0,1.0,21.0,3.0,2,24.93,60
79.0,190.0,76.0,2.0,11.0,9.0,2,21.05,81
79.0,183.0,92.0,1.0,0.0,8.0,1,27.47,78
80.0,184.0,65.0,1.0,0.0,5.0,3,19.2,78
77.0,185.0,85.0,2.0,3.0,6.0,4,24.84,78
80.0,208.0,85.0,2.0,0.0,1.0,3,19.65,90
81.0,192.0,69.0,3.0,8.0,5.0,3,18.72,97
80.0,189.0,69.0,2.0,1.0,7.0,2,19.32,90
76.0,201.0,88.0,0.0,8.0,5.0,4,21.78,59
82.0,179.0,84.0,2.0,8.0,5.0,2,26.22,80
78.0,181.0,81.0,1.0,20.0,7.0,1,24.72,64
76.0,193.0,80.0,1.0,21.0,9.0,3,21.48,54
80.0,207.0,63.0,1.0,22.0,6.0,1,14.7,65
81.0,178.0,83.0,3.0,4.0,8.0,2,26.2,90
79.0,186.0,75.0,1.0,21.0,6.0,4,21.68,53
80.0,197.0,97.0,1.0,22.0,9.0,1,24.99,60
79.0,175.0,94.0,1.0,14.0,3.0,2,30.69,67
78.0,171.0,66.0,3.0,0.0,5.0,1,22.57,106
82.0,172.0,63.0,1.0,15.0,10.0,2,21.3,71
77.0,173.0,99.0,2.0,18.0,7.0,2,33.08,61
82.0,189.0,99.0,3.0,21.0,0.0,4,27.71,79
80.0,203.0,72.0,2.0,17.0,4.0,1,17.47,77
78.0,165.0,79.0,3.0,1.0,7.0,1,29.02,98
80.0,179.0,79.0,2.0,5.0,9.0,1,24.66,83
78.0,173.0,72.0,2.0,0.0,2.0,3,24.06,92
79.0,172.0,78.0,2.0,12.0,6.0,1,26.37,75
82.0,189.0,73.0,2.0,2.0,7.0,3,20.44,87
79.0,163.0,75.0,0.0,5.0,5.0,2,28.23,68
80.0,188.0,91.0,1.0,17.0,4.0,1,25.75,69
80.0,183.0,62.0,1.0,21.0,9.0,2,18.51,62
81.0,178.0,85.0,1.0,9.0,0.0,2,26.83,75
79.0,198.0,97.0,1.0,7.0,8.0,2,24.74,74
79.0,169.0,94.0,1.0,3.0,3.0,1,32.91,77
82.0,190.0,84.0,1.0,11.0,4.0,2,23.27,74
77.0,182.0,73.0,1.0,17.0,4.0,2,22.04,62
83.0,195.0,88.0,1.0,9.0,5.0,3,23.14,78
78.0,182.0,112.0,1.0,1.0,6.0,3,33.81,65
81.0,184.0,80.0,3.0,12.0,3.0,1,23.63,96
82.0,172.0,70.0,1.0,18.0,9.0,2,23.66,65
80.0,186.0,86.0,1.0,5.0,5.0,1,24.86,77
79.0,175.0,76.0,1.0,0.0,5.0,2,24.82,81
79.0,183.0,89.0,1.0,21.0,5.0,4,26.58,56
77.0,181.0,76.0,1.0,4.0,4.0,2,23.2,79
82.0,185.0,79.0,0.0,13.0,7.0,3,23.08,63
78.0,184.0,69.0,1.0,12.0,8.0,2,20.38,72
78.0,185.0,72.0,1.0,12.0,5.0,3,21.04,69
79.0,190.0,65.0,1.0,21.0,7.0,1,18.01,71
81.0,195.0,62.0,2.0,8.0,6.0,3,16.31,84
81.0,192.0,61.0,1.0,13.0,8.0,3,16.55,67
80.0,194.0,106.0,2.0,2.0,6.0,2,28.16,81
82.0,195.0,63.0,1.0,10.0,0.0,1,16.57,84
81.0,179.0,96.0,1.0,9.0,2.0,2,29.96,77
79.0,170.0,87.0,2.0,6.0,6.0,3,30.1,75
81.0,181.0,64.0,1.0,19.0,9.0,3,19.54,59
79.0,164.0,78.0,1.0,0.0,1.0,4,29.0,73
78.0,190.0,80.0,1.0,6.0,5.0,2,22.16,70
81.0,177.0,74.0,3.0,8.0,3.0,1,23.62,99
83.0,186.0,90.0,3.0,18.0,5.0,2,26.01,84
80.0,160.0,76.0,2.0,0.0,9.0,2,29.69,78
81.0,199.0,61.0,3.0,3.0,9.0,1,15.4,99
80.0,180.0,82.0,1.0,0.0,7.0,4,25.31,72
82.0,184.0,94.0,1.0,1.0,7.0,1,27.76,83
80.0,181.0,79.0,4.0,19.0,6.0,3,24.11,84
83.0,163.0,86.0,1.0,15.0,9.0,3,32.37,63
81.0,198.0,100.0,3.0,3.0,4.0,2,25.51,96
80.0,182.0,79.0,1.0,15.0,9.0,2,23.85,61
81.0,195.0,106.0,3.0,0.0,9.0,1,27.88,94
80.0,177.0,92.0,2.0,4.0,5.0,3,29.37,85
81.0,184.0,87.0,2.0,14.0,6.0,2,25.7,77
79.0,176.0,91.0,4.0,0.0,0.0,3,29.38,103
83.0,188.0,64.0,2.0,0.0,9.0,3,18.11,91
77.0,183.0,74.0,2.0,12.0,7.0,3,22.1,69
81.0,186.0,80.0,2.0,1.0,3.0,1,23.12,95
84.0,194.0,70.0,1.0,9.0,8.0,1,18.6,81
80.0,211.0,66.0,3.0,4.0,6.0,3,14.82,95
78.0,174.0,76.0,1.0,0.0,8.0,4,25.1,69
81.0,171.0,88.0,2.0,9.0,6.0,3,30.09,71
80.0,169.0,88.0,2.0,19.0,4.0,4,30.81,64
78.0,185.0,96.0,0.0,12.0,7.0,1,28.05,61
82.0,213.0,67.0,1.0,17.0,1.0,2,14.77,82
80.0,194.0,68.0,2.0,12.0,0.0,2,18.07,92
79.0,173.0,65.0,2.0,9.0,1.0,1,21.72,87
80.0,183.0,74.0,2.0,8.0,7.0,2,22.1,84
80.0,193.0,81.0,2.0,3.0,6.0,2,21.75,91
80.0,179.0,69.0,2.0,13.0,5.0,2,21.53,77
80.0,169.0,83.0,2.0,1.0,5.0,2,29.06,84
82.0,174.0,86.0,1.0,21.0,1.0,2,28.41,69
78.0,157.0,77.0,3.0,13.0,9.0,3,31.24,78
78.0,188.0,78.0,1.0,13.0,7.0,4,22.07,58
80.0,199.0,97.0,2.0,20.0,3.0,3,24.49,75
80.0,192.0,70.0,1.0,6.0,3.0,2,18.99,82
81.0,191.0,93.0,2.0,21.0,0.0,3,25.49,75
81.0,181.0,83.0,3.0,3.0,9.0,3,25.34,92
77.0,175.0,99.0,3.0,8.0,5.0,3,32.33,80
80.0,170.0,66.0,1.0,7.0,0.0,1,22.84,79
80.0,179.0,75.0,2.0,22.0,9.0,3,23.41,66
81.0,199.0,86.0,1.0,0.0,8.0,3,21.72,74
78.0,156.0,74.0,2.0,16.0,8.0,4,30.41,62
79.0,194.0,85.0,3.0,0.0,8.0,2,22.58,94
81.0,199.0,72.0,3.0,3.0,1.0,3,18.18,101
79.0,186.0,84.0,1.0,18.0,7.0,2,24.28,67
80.0,184.0,109.0,2.0,8.0,9.0,2,32.2,77
81.0,164.0,93.0,2.0,0.0,1.0,3,34.58,86
80.0,183.0,70.0,2.0,16.0,3.0,3,20.9,76
77.0,190.0,66.0,1.0,1.0,9.0,3,18.28,75
82.0,183.0,94.0,2.0,1.0,7.0,1,28.07,90
80.0,194.0,99.0,2.0,20.0,5.0,2,26.3,69
81.0,165.0,67.0,2.0,0.0,7.0,1,24.61,94
79.0,179.0,77.0,1.0,11.0,0.0,2,24.03,80
79.0,180.0,69.0,3.0,11.0,7.0,3,21.3,89
78.0,165.0,78.0,2.0,11.0,9.0,2,28.65,77
80.0,182.0,103.0,3.0,6.0,5.0,2,31.1,84
80.0,180.0,83.0,1.0,0.0,0.0,3,25.62,76
80.0,197.0,84.0,2.0,6.0,6.0,2,21.64,84
80.0,178.0,64.0,1.0,5.0,5.0,4,20.2,77
81.0,188.0,81.0,3.0,11.0,6.0,2,22.92,90
81.0,174.0,109.0,0.0,0.0,7.0,4,36.0,59
80.0,193.0,72.0,3.0,14.0,8.0,3,19.33,84
80.0,190.0,83.0,2.0,7.0,3.0,4,22.99,84
79.0,192.0,86.0,3.0,20.0,6.0,1,23.33,80
84.0,200.0,73.0,3.0,0.0,8.0,1,18.25,104
80.0,182.0,68.0,1.0,21.0,6.0,1,20.53,66
79.0,197.0,69.0,2.0,16.0,5.0,4,17.78,68
82.0,190.0,107.0,1.0,0.0,7.0,3,29.64,73
80.0,204.0,81.0,1.0,5.0,6.0,1,19.46,82
82.0,177.0,86.0,1.0,2.0,9.0,3,27.45,72
80.0,166.0,78.0,1.0,12.0,3.0,2,28.31,71
79.0,201.0,82.0,1.0,8.0,2.0,3,20.3,76
81.0,172.0,66.0,2.0,8.0,4.0,4,22.31,78
78.0,199.0,69.0,1.0,0.0,4.0,4,17.42,79
81.0,198.0,70.0,1.0,9.0,7.0,3,17.86,70
77.0,207.0,106.0,3.0,22.0,4.0,4,24.74,67
79.0,198.0,73.0,1.0,3.0,9.0,2,18.62,77
80.0,213.0,77.0,2.0,7.0,7.0,5,16.97,75
82.0,192.0,80.0,1.0,16.0,9.0,2,21.7,63
77.0,205.0,64.0,3.0,0.0,4.0,3,15.23,104
81.0,175.0,71.0,1.0,5.0,9.0,2,23.18,76
77.0,170.0,84.0,2.0,18.0,6.0,3,29.07,68
80.0,173.0,88.0,2.0,21.0,9.0,3,29.4,60
81.0,165.0,93.0,2.0,7.0,3.0,2,34.16,75
80.0,182.0,106.0,1.0,14.0,10.0,2,32.0,59
79.0,174.0,73.0,1.0,17.0,1.0,4,24.11,60
80.0,205.0,83.0,1.0,13.0,8.0,3,19.75,62
77.0,160.0,85.0,1.0,10.0,6.0,3,33.2,63
79.0,189.0,84.0,3.0,17.0,9.0,3,23.52,78
82.0,191.0,72.0,1.0,8.0,6.0,3,19.74,77
83.0,202.0,68.0,3.0,14.0,4.0,2,16.67,93
79.0,168.0,79.0,2.0,0.0,8.0,4,27.99,77
77.0,184.0,67.0,2.0,10.0,6.0,1,19.79,80
79.0,181.0,85.0,0.0,18.0,1.0,3,25.95,57
82.0,181.0,86.0,1.0,0.0,4.0,3,26.25,80
80.0,195.0,83.0,1.0,1.0,4.0,3,21.83,80
81.0,194.0,72.0,1.0,12.0,2.0,2,19.13,78
82.0,182.0,66.0,3.0,11.0,3.0,3,19.93,96
78.0,203.0,61.0,2.0,3.0,7.0,4,14.8,81
81.0,184.0,86.0,1.0,0.0,6.0,1,25.4,83
80.0,176.0,92.0,0.0,7.0,10.0,3,29.7,54
82.0,167.0,77.0,1.0,0.0,2.0,1,27.61,89
80.0,180.0,81.0,2.0,12.0,2.0,2,25.0,87
82.0,191.0,93.0,0.0,7.0,3.0,2,25.49,71
79.0,162.0,74.0,1.0,10.0,4.0,2,28.2,68
82.0,189.0,80.0,2.0,13.0,6.0,3,22.4,78
81.0,190.0,62.0,1.0,21.0,9.0,3,17.17,62
81.0,187.0,79.0,2.0,19.0,5.0,3,22.59,73
81.0,198.0,98.0,1.0,14.0,0.0,2,25.0,70
81.0,187.0,95.0,1.0,17.0,4.0,2,27.17,64
80.0,179.0,104.0,3.0,8.0,4.0,2,32.46,94
80.0,179.0,91.0,1.0,17.0,7.0,3,28.4,61
